38,特批-金蝶中国渠道,标准版特批延期审批通过后客户系统里还显示到期怎么回事,特批延期创建的是虚拟单，确认系统是否已更新延期后时间；如未更新联系在线客服排查
39,特批-金蝶中国渠道,一个客户同年已申请过2次特批延期还能再申请吗,可以再申请1次；但同年累计最多3次，超过后无法再申请必须完成正式续费
40,特批-金蝶中国渠道,特批延期通过后多久生效,标准版审批通过后系统自动创建虚拟单基本即时生效；旗舰版还需通过激活邮件完成激活才生效
41,企业变更-金蝶中国渠道,发票云订单激活的开票产品企业需要变更怎么操作,智能审批-发票云开票产品使用企业名称&税号&税盘变更申请；仅用于实际使用企业名称变更；如需变更下单主体走金蝶中国产品使用权转移流程
42,企业变更-金蝶中国渠道,发票云订单激活的收票产品企业需要变更怎么操作,智能审批-金蝶发票云收票产品使用企业变更流程；仅用于实际使用企业名称变更；如需变更下单主体走金蝶中国产品使用权转移流程
43,企业变更-金蝶中国渠道,客户工商企业信息名称或税号变更了如何更改,云之家智能审批：开票走"发票云开票产品使用企业变更申请"；收票走"金蝶发票云收票产品使用企业变更流程"；如需变更下单主体走金蝶中国使用权转让流程
44,租户管理-通用,发票云订单激活的企业需要变更租户的申请流程,智能审批-企业租户变更/合并申请流程；由金蝶业务人员协助申请
45,租户管理-通用,发票云订单的租户合并申请流程是什么,智能审批-企业租户变更/合并申请流程；需提供客户授权证明材料（加盖公章/邮件/文字记录）
46,租户管理-通用,租户合并和企业变更租户有什么区别,租户合并：A合并至B后A停用权益全迁移；企业变更租户：企业从A迁到B但A不停用原权益失效需重新绑定
47,租户管理-通用,租户合并后历史业务数据会自动迁移吗,权益自动迁移；业务数据迁移需双方同意并在申请时注明
48,租户管理-通用,如何查看一个租户是否走过合并操作,EOP-租户详情页-左侧菜单"租户变更记录"可查看所有历史变更和合并记录
49,租户管理-通用,特批订单到期后走租户合并还有效吗,特批到期后再合并迁移过去的是已失效的权益记录；必须在特批有效期内完成租户合并才有效
50,租户管理-通用,多个租户下都有特批订单想合并到一个续费的租户下需要注意什么,必须在所有特批有效期内完成合并；合并后权益系统自动迁移；合并后统一在续费租户下管理
51,下单-自营渠道,自营渠道非标合同（第三方询价合同）怎么在EOP创建,EOP-商机&合同-新增非标合同，结算方式选后付费，信息备注填写第三方询价合同PO编号
52,下单-自营渠道,自营渠道合同里包含产品费和TR费客户只付产品费暂不付TR费怎么处理,在合同或备注注明"暂时不付TR费"，产品费正常核款出库，TR费后续单独结算
53,下单-自营渠道,合同签了7.24-7.23但许可实际要开通到7.30合同日期要改吗,合同要和系统一致应修改为7.24-7.30；合同和许可期必须保持一致按实际签
54,下单-自营渠道,合同里有赠送期（如赠送7天）在EOP怎么处理,许可有效期直接设置到含赠送期的结束日期；合同注明赠送期说明，EOP里的许可时间就是实际使用时间
55,下单-自营渠道,EOP里看不到KBC分销渠道的订单正常吗,正常。KBC分销订单在EOP可见性取决于数据同步，交付操作在KBC星瀚侧完成，EOP看不到不影响交付推进
56,下单-自营渠道,第三方询价订单客户迟迟不付款怎么处理,联系对应RBU负责人跟进回款；参考回款逾期未到处理流程；必要时联系孙轶南（财务核款对接人）
57,下单-自营渠道,客户付款金额和合同金额不一致怎么处理,参考"回款金额不符处理流程"；联系孙轶南协助核款处理
58,下单-自营渠道,自营渠道一个订单包含多个产品只想退其中一个可以吗,部分退货系统层面存在限制；建议先确认退款原因，上报运营负责人判断是否可以拆单处理
59,下单-自营渠道,3月份下了旗舰版加站+发票云新购订单现在想退旧单换8月新单能实现吗,基本无法实现。已激活使用5个月只能退剩余未使用时间费用；私有云退货涉及许可注销和环境处理；需上报运营负责人评估
60,下单-自营渠道,自营伙伴退货退款流程是什么,参见发票云伙伴业务流程指导手册第四部分退货退款部分；现在需要RBU申请，自营伙伴不能自行申请
61,激活-通用,旗舰版公有云产品激活流程是什么,审批通过发激活邮件→客户点击邮件链接→输入密钥验证→维护企业信息→分配许可
62,激活-通用,旗舰版私有云产品激活完成后系统显示"未启用"是什么原因,许可分配完成但客户还未登录cloud.kingdee.com下载.lic文件并上传到MC平台；未上传前显示未启用
63,激活-通用,影像旗舰版私有云出库后EOP显示"分配完成/未启用"是什么意思,许可已分配完成但客户尚未完成激活（私有云需下载.lic文件上传MC平台）；不是出库异常
64,激活-通用,影像产品和开票产品在同一订单出库后只收到开票激活邮件没有影像的怎么处理,检查许可分配时是否对影像产品也完成了"去分配"；已分配但未收到邮件联系客服重发；未分配需重新走许可分配流程
65,激活-通用,许可分配时只勾选了企业但没有点下一步会完成分配吗,不会。必须完成勾选后点击【下一步】才算完成分配，系统才会扣减许可数量
66,激活-通用,旗舰版续费延期KBC审批通过后客户在激活环节填错了企业信息怎么办,走"发票云开票产品使用企业名称&税号&税盘变更申请"或"收票产品企业信息变更"审批纠正；不能直接修改已激活的企业信息
67,激活-通用,私有云产品激活邮件里许可文件链接打不开或已过期怎么办,联系在线客服申请重新发送激活邮件；许可下载链接有效期30天过期需重新生成
68,激活-通用,授权账号/授权密钥/加密key可以外发给客户吗,不可以。这三个是API接口对接凭证属敏感信息不得外传，展示时必须隐藏
69,激活-通用,标准版和旗舰版产品激活方式有什么不同,标准版收到激活邮件按邮件指引激活即可；旗舰版需要走许可分配流程，私有云还需额外下载.lic文件上传MC平台
70,激活-通用,续费订单激活企业没有变动系统会自动续签企业吗,会。系统会根据去年激活的企业自动激活，出库时间决定自动激活的时间点
71,产品适配-通用,发票云标准版/旗舰版/星空旗舰版分别适配哪些ERP,标准版对接EAS和星空企业版；星空旗舰版对接星空旗舰版；旗舰版对接星瀚或独立使用
72,产品适配-通用,星空企业版ERP想对接发票云旗舰版有标准方案吗,没有标准对接方案，按异构系统对接方式定制开发；建议联系韦和谷确认具体方案
73,产品适配-通用,产品组合适配关系在哪里查,公司发文-关于颁布金蝶发票云V6.0产品增加电子影像应用目录价通知第四部分第15条
74,产品适配-通用,发票云旗舰版和标准版在开票功能上有哪些核心差别,旗舰版支持单据开票+无单据开票含账单中心；标准版基于商户运营平台销项管理；旗舰版功能更全面支持更复杂业务场景
75,产品适配-通用,影像产品有星空旗舰版吗,没有。影像产品只有标准版和旗舰版
76,产品功能-收票,收票产品的票量是怎么计费的,按发票张数统计；同时使用识别和查验每张扣1个票量；只使用其中一种每张扣0.5；同租户下重复采集同一张不重复扣减
77,产品功能-收票,发票校验流量包提供哪些服务,票据图像自动识别、票据全票面数据获取、拍照扫描获取发票图像、发票真伪数据查验四项
78,产品功能-收票,税局下载的发票调用查验服务补全数据需要扣票量吗,不扣；非税局下载的发票调用查验补全数据正常扣减票量
79,产品功能-收票,删除已识别查验的发票已扣减的票量能恢复吗,不能恢复，已扣减票量正常累计计算
80,产品功能-收票,客户开票量不够用怎么处理,需要购买额外发票校验流量包；可在KBC或EOP补购，不需要重新签整个产品合同
81,产品功能-开票,什么是数电票和税控发票有什么区别,数电票通过网络直连税局无需税盘；税控发票需要税盘设备和税局通道；数电票是国家推广的新型电子发票形式
82,产品功能-开票,开票产品支持哪几种数电票开票通道,RPA（税务数字账户）、乐企自用、乐企联用三种；RPA接入快3-5天；乐企对接效率高但申请周期长
83,产品功能-开票,开票产品出现开票失败如何排查,确认是测试通道还是正式通道→检查许可是否有效→查流量是否用完→联系交付或售后排查通道配置
84,产品功能-开票,客户开出来的票是无效的是什么原因,可能使用的是测试通道而非正式通道；需确认交付工程师是否已完成正式税局通道配置并切换
85,产品功能-开票,什么是税盘标准版开票需要税盘吗,税盘是开税控发票的硬件设备；开数电票不需要税盘走网络直连；新上线数电票客户不需要税盘
86,产品功能-收票,收票旗舰版和星空旗舰版测试授权流程有区别吗,流程基本一致；区别在于KBC申请临时许可时选择的产品版本不同（旗舰版选6.0收票管理；星空旗舰版选1.0基础收票管理）
87,产品功能-收票,自营渠道收票旗舰版公有云测试授权流程是什么,三步：申请智能审批→产品激活（许可分配）→获批测试环境（登录测试环境地址配置）；不需要配置全电通道
88,对接人速查,KBC交付出库问题找谁,郭俊杰（集团）
89,对接人速查,旗舰版/星空旗舰版临时许可申请和特批问题找谁,尤福欢（集团）
90,对接人速查,旗舰版延期续签申请问题找谁,魏楚凌
91,对接人速查,咨询发票云产品报价/折扣/产品适配找谁,咨询发票云RBU同事；华南总-杭祖庆；深圳-曹燕；广东省-龙黎晖；上海-于莉平；华东总-邱明；江苏/安徽直销-胡悦余；浙江/安徽分销-李京锐
92,对接人速查,EOP系统需求反馈找谁,李润成
93,对接人速查,EOP系统缺陷/bug找谁,李贤哲
94,对接人速查,业务流程管理/智能审批流程梳理找谁,林舒洁
95,对接人速查,财务核款/开票/业绩通报找谁,孙轶南
96,对接人速查,产品上下架/发文/报价器/产品功能咨询找谁,韦和谷（中国区产品负责人）
97,对接人速查,发票云业务审批（特批新购/特批延期/测试授权/业务激励审核）找谁,林舒洁
98,对接人速查,金蝶中国第三方询价合同流程咨询找谁,林舒洁
99,对接人速查,市场推广/宣发/品牌营销找谁,蔡永辉
100,对接人速查,发票云售后热线和在线客服入口,售后热线：4009677223；在线客服：https://tax.piaozone.com/sobot-web/home；微信小程序：票省事
